account_id,signup_ts_utc,signup_month,initial_plan_tier,region,acquisition_channel
acct_000710,2024-02-16T13:40:00+00:00,2024-02-01,free,EU,partner
acct_000711,2024-01-01T15:17:00+00:00,2024-01-01,free,EU,paid_search
acct_000712,2024-03-16T20:48:00+00:00,2024-03-01,free,NA,paid_search
acct_000713,2024-07-21T14:25:00+00:00,2024-07-01,free,LATAM,direct
acct_000714,2024-07-01T08:34:00+00:00,2024-07-01,free,EU,partner
acct_000715,2024-01-11T20:53:00+00:00,2024-01-01,free,EU,organic
acct_000716,2024-01-21T19:15:00+00:00,2024-01-01,free,EU,partner
acct_000717,2024-05-05T09:24:00+00:00,2024-05-01,free,APAC,paid_search
acct_000718,2024-02-02T12:18:00+00:00,2024-02-01,free,LATAM,partner
acct_000719,2024-07-22T10:21:00+00:00,2024-07-01,free,LATAM,partner
acct_000720,2024-04-06T20:25:00+00:00,2024-04-01,free,NA,paid_search
acct_000721,2024-04-24T10:13:00+00:00,2024-04-01,free,NA,paid_search
acct_000722,2024-02-12T19:41:00+00:00,2024-02-01,free,NA,direct
acct_000723,2024-05-25T16:39:00+00:00,2024-05-01,free,NA,organic
acct_000724,2024-02-21T08:03:00+00:00,2024-02-01,free,NA,direct
acct_000725,2024-08-13T09:35:00+00:00,2024-08-01,free,APAC,direct
acct_000726,2024-03-07T19:43:00+00:00,2024-03-01,free,NA,partner
acct_000727,2024-07-22T09:42:00+00:00,2024-07-01,free,APAC,paid_search
acct_000728,2024-07-04T16:46:00+00:00,2024-07-01,free,NA,partner
acct_000729,2024-02-04T15:12:00+00:00,2024-02-01,free,EU,partner
acct_000730,2024-09-07T13:45:00+00:00,2024-09-01,free,LATAM,partner
acct_000731,2024-03-02T16:31:00+00:00,2024-03-01,free,EU,direct
acct_000732,2024-06-08T08:00:00+00:00,2024-06-01,free,NA,organic
acct_000733,2024-08-05T09:49:00+00:00,2024-08-01,free,NA,organic
acct_000734,2024-05-21T11:29:00+00:00,2024-05-01,free,APAC,partner
acct_000735,2024-08-02T09:52:00+00:00,2024-08-01,free,EU,organic
acct_000736,2024-05-12T20:43:00+00:00,2024-05-01,free,APAC,direct
acct_000737,2024-02-04T20:56:00+00:00,2024-02-01,free,NA,organic
acct_000738,2024-03-22T18:10:00+00:00,2024-03-01,free,APAC,partner
acct_000739,2024-08-20T12:56:00+00:00,2024-08-01,free,NA,partner
acct_000740,2024-06-06T09:25:00+00:00,2024-06-01,free,LATAM,direct
acct_000741,2024-05-13T19:54:00+00:00,2024-05-01,free,LATAM,direct
acct_000742,2024-03-04T10:44:00+00:00,2024-03-01,free,NA,paid_search
acct_000743,2024-02-14T17:30:00+00:00,2024-02-01,free,LATAM,paid_search
acct_000744,2024-07-25T13:39:00+00:00,2024-07-01,free,NA,paid_search
acct_000745,2024-08-16T09:56:00+00:00,2024-08-01,free,LATAM,direct
acct_000746,2024-01-03T12:41:00+00:00,2024-01-01,free,APAC,organic
acct_000747,2024-09-25T19:36:00+00:00,2024-09-01,free,EU,partner
acct_000748,2024-09-17T19:44:00+00:00,2024-09-01,free,NA,direct
acct_000749,2024-04-16T13:42:00+00:00,2024-04-01,free,LATAM,paid_search
acct_000750,2024-09-20T08:00:00+00:00,2024-09-01,free,EU,direct
acct_000751,2024-08-06T09:48:00+00:00,2024-08-01,free,LATAM,partner
acct_000752,2024-04-11T12:03:00+00:00,2024-04-01,free,EU,direct
acct_000753,2024-07-08T09:29:00+00:00,2024-07-01,free,LATAM,direct
acct_000754,2024-02-16T15:20:00+00:00,2024-02-01,free,NA,direct
acct_000755,2024-01-04T14:26:00+00:00,2024-01-01,free,NA,organic
acct_000756,2024-02-20T17:40:00+00:00,2024-02-01,free,APAC,paid_search
acct_000757,2024-08-11T13:52:00+00:00,2024-08-01,free,NA,paid_search
acct_000758,2024-08-11T16:49:00+00:00,2024-08-01,free,LATAM,partner
acct_000759,2024-08-04T09:48:00+00:00,2024-08-01,free,EU,organic
acct_000760,2024-06-12T18:51:00+00:00,2024-06-01,free,APAC,partner
acct_000761,2024-02-02T10:31:00+00:00,2024-02-01,free,EU,direct
acct_000762,2024-02-09T17:12:00+00:00,2024-02-01,free,EU,organic
acct_000763,2024-07-07T15:52:00+00:00,2024-07-01,free,EU,partner
acct_000764,2024-02-25T14:02:00+00:00,2024-02-01,free,NA,direct
acct_000765,2024-08-22T17:32:00+00:00,2024-08-01,free,EU,direct
acct_000766,2024-01-17T19:03:00+00:00,2024-01-01,free,LATAM,direct
acct_000767,2024-09-25T10:44:00+00:00,2024-09-01,free,EU,paid_search
acct_000768,2024-02-13T18:38:00+00:00,2024-02-01,free,APAC,direct
acct_000769,2024-07-20T19:48:00+00:00,2024-07-01,free,EU,partner
acct_000770,2024-07-11T12:28:00+00:00,2024-07-01,free,EU,paid_search
acct_000771,2024-07-20T19:56:00+00:00,2024-07-01,free,APAC,partner
acct_000772,2024-09-21T11:12:00+00:00,2024-09-01,free,EU,partner
acct_000773,2024-06-22T10:45:00+00:00,2024-06-01,free,EU,partner
acct_000774,2024-02-25T13:35:00+00:00,2024-02-01,free,LATAM,direct
acct_000775,2024-09-10T14:51:00+00:00,2024-09-01,free,NA,organic
acct_000776,2024-01-13T10:03:00+00:00,2024-01-01,free,NA,paid_search
acct_000777,2024-05-25T20:10:00+00:00,2024-05-01,free,APAC,partner
acct_000778,2024-03-02T19:50:00+00:00,2024-03-01,free,APAC,paid_search
acct_000779,2024-09-02T13:52:00+00:00,2024-09-01,free,LATAM,organic
acct_000780,2024-09-08T19:41:00+00:00,2024-09-01,free,LATAM,paid_search
acct_000781,2024-09-23T12:44:00+00:00,2024-09-01,free,NA,direct
acct_000782,2024-07-14T20:43:00+00:00,2024-07-01,free,APAC,organic
acct_000783,2024-01-24T12:12:00+00:00,2024-01-01,free,LATAM,paid_search
acct_000784,2024-06-25T17:34:00+00:00,2024-06-01,free,EU,paid_search
acct_000785,2024-05-15T10:43:00+00:00,2024-05-01,free,NA,paid_search
acct_000786,2024-03-24T16:07:00+00:00,2024-03-01,free,LATAM,organic
acct_000787,2024-07-09T16:16:00+00:00,2024-07-01,free,EU,paid_search
acct_000788,2024-05-01T13:29:00+00:00,2024-05-01,free,EU,organic
acct_000789,2024-03-11T17:03:00+00:00,2024-03-01,free,APAC,direct
acct_000790,2024-09-12T09:50:00+00:00,2024-09-01,free,APAC,paid_search
acct_000791,2024-03-17T09:50:00+00:00,2024-03-01,free,EU,direct
acct_000792,2024-09-18T14:05:00+00:00,2024-09-01,free,APAC,paid_search
acct_000793,2024-04-22T13:21:00+00:00,2024-04-01,free,APAC,partner
acct_000794,2024-04-25T17:33:00+00:00,2024-04-01,free,LATAM,organic
acct_000795,2024-02-22T13:28:00+00:00,2024-02-01,free,EU,paid_search
acct_000796,2024-01-22T13:24:00+00:00,2024-01-01,free,NA,direct
acct_000797,2024-05-18T19:18:00+00:00,2024-05-01,free,NA,partner
acct_000798,2024-09-17T15:31:00+00:00,2024-09-01,free,NA,partner
acct_000799,2024-04-11T16:05:00+00:00,2024-04-01,free,NA,paid_search
acct_000800,2024-09-18T08:40:00+00:00,2024-09-01,free,NA,paid_search
acct_000801,2024-04-22T14:53:00+00:00,2024-04-01,free,NA,paid_search
acct_000802,2024-09-23T19:49:00+00:00,2024-09-01,free,LATAM,organic
acct_000803,2024-03-01T15:45:00+00:00,2024-03-01,free,APAC,organic
acct_000804,2024-02-03T08:11:00+00:00,2024-02-01,free,APAC,organic
acct_000805,2024-04-09T14:24:00+00:00,2024-04-01,free,LATAM,direct
acct_000806,2024-07-11T08:24:00+00:00,2024-07-01,free,NA,organic
acct_000807,2024-02-25T19:37:00+00:00,2024-02-01,free,NA,organic
acct_000808,2024-06-17T09:18:00+00:00,2024-06-01,free,APAC,organic
acct_000809,2024-05-25T15:24:00+00:00,2024-05-01,free,LATAM,organic
acct_000810,2024-08-06T16:14:00+00:00,2024-08-01,free,EU,direct
acct_000811,2024-09-10T18:09:00+00:00,2024-09-01,free,APAC,partner
acct_000812,2024-01-18T16:09:00+00:00,2024-01-01,free,NA,organic
acct_000813,2024-01-19T17:25:00+00:00,2024-01-01,free,NA,partner
acct_000814,2024-04-24T19:57:00+00:00,2024-04-01,free,APAC,paid_search
acct_000815,2024-07-21T16:09:00+00:00,2024-07-01,free,EU,paid_search
acct_000816,2024-04-20T12:12:00+00:00,2024-04-01,free,NA,paid_search
acct_000817,2024-01-25T16:29:00+00:00,2024-01-01,free,NA,partner
acct_000818,2024-02-09T09:12:00+00:00,2024-02-01,free,LATAM,partner
acct_000819,2024-06-05T18:41:00+00:00,2024-06-01,free,EU,organic
acct_000820,2024-05-20T09:57:00+00:00,2024-05-01,free,EU,partner
acct_000821,2024-08-15T13:39:00+00:00,2024-08-01,free,APAC,paid_search
acct_000822,2024-06-11T14:10:00+00:00,2024-06-01,free,NA,partner
acct_000823,2024-04-08T19:47:00+00:00,2024-04-01,free,LATAM,partner
acct_000824,2024-06-05T18:46:00+00:00,2024-06-01,free,APAC,direct
acct_000825,2024-08-15T13:49:00+00:00,2024-08-01,free,APAC,direct
acct_000826,2024-09-04T10:41:00+00:00,2024-09-01,free,NA,partner
acct_000827,2024-03-18T11:16:00+00:00,2024-03-01,free,NA,organic
acct_000828,2024-01-17T18:01:00+00:00,2024-01-01,free,LATAM,paid_search
acct_000829,2024-01-18T12:34:00+00:00,2024-01-01,free,LATAM,paid_search
acct_000830,2024-06-13T11:57:00+00:00,2024-06-01,free,APAC,paid_search
acct_000831,2024-08-17T16:05:00+00:00,2024-08-01,free,LATAM,partner
acct_000832,2024-09-01T18:15:00+00:00,2024-09-01,free,EU,paid_search
acct_000833,2024-08-06T10:36:00+00:00,2024-08-01,free,EU,direct
acct_000834,2024-06-02T11:48:00+00:00,2024-06-01,free,LATAM,paid_search
acct_000835,2024-02-09T13:14:00+00:00,2024-02-01,free,NA,paid_search
acct_000836,2024-09-12T14:30:00+00:00,2024-09-01,free,LATAM,organic
acct_000837,2024-01-21T13:06:00+00:00,2024-01-01,free,APAC,partner
acct_000838,2024-09-19T10:24:00+00:00,2024-09-01,free,LATAM,partner
acct_000839,2024-02-17T12:24:00+00:00,2024-02-01,free,EU,direct
acct_000840,2024-06-12T15:50:00+00:00,2024-06-01,free,LATAM,organic
acct_000841,2024-09-05T15:10:00+00:00,2024-09-01,free,EU,organic
acct_000842,2024-09-21T12:13:00+00:00,2024-09-01,free,EU,paid_search
acct_000843,2024-03-12T17:45:00+00:00,2024-03-01,free,NA,paid_search
acct_000844,2024-07-11T19:07:00+00:00,2024-07-01,free,LATAM,direct
acct_000845,2024-08-07T17:10:00+00:00,2024-08-01,free,LATAM,organic
acct_000846,2024-04-02T10:36:00+00:00,2024-04-01,free,EU,paid_search
acct_000847,2024-09-02T17:09:00+00:00,2024-09-01,free,NA,paid_search
acct_000848,2024-05-06T16:25:00+00:00,2024-05-01,free,NA,partner
acct_000849,2024-02-07T15:38:00+00:00,2024-02-01,free,LATAM,direct
acct_000850,2024-03-08T14:38:00+00:00,2024-03-01,free,EU,paid_search
acct_000851,2024-09-09T10:46:00+00:00,2024-09-01,free,APAC,direct
acct_000852,2024-02-08T14:24:00+00:00,2024-02-01,free,EU,organic
acct_000853,2024-01-07T16:55:00+00:00,2024-01-01,free,LATAM,paid_search
acct_000854,2024-02-06T15:57:00+00:00,2024-02-01,free,NA,organic
acct_000855,2024-02-16T18:08:00+00:00,2024-02-01,free,NA,direct
acct_000856,2024-09-14T13:55:00+00:00,2024-09-01,free,NA,direct
acct_000857,2024-04-16T20:49:00+00:00,2024-04-01,free,LATAM,partner
acct_000858,2024-02-14T10:16:00+00:00,2024-02-01,free,LATAM,paid_search
acct_000859,2024-02-10T17:56:00+00:00,2024-02-01,free,LATAM,partner
acct_000860,2024-04-01T19:47:00+00:00,2024-04-01,free,NA,organic
acct_000861,2024-09-01T14:41:00+00:00,2024-09-01,free,EU,partner
acct_000862,2024-07-12T09:09:00+00:00,2024-07-01,free,LATAM,partner
acct_000863,2024-05-18T14:36:00+00:00,2024-05-01,free,APAC,partner
acct_000864,2024-07-25T11:26:00+00:00,2024-07-01,free,LATAM,paid_search
acct_000865,2024-06-18T16:30:00+00:00,2024-06-01,free,APAC,partner
acct_000866,2024-06-25T19:25:00+00:00,2024-06-01,free,EU,organic
acct_000867,2024-04-15T20:44:00+00:00,2024-04-01,free,EU,organic
acct_000868,2024-04-17T14:50:00+00:00,2024-04-01,free,APAC,organic
acct_000869,2024-03-13T18:00:00+00:00,2024-03-01,free,NA,paid_search
acct_000870,2024-08-20T14:05:00+00:00,2024-08-01,free,NA,partner
acct_000871,2024-04-12T09:38:00+00:00,2024-04-01,free,NA,direct
acct_000872,2024-07-20T18:33:00+00:00,2024-07-01,free,APAC,organic
acct_000873,2024-03-21T15:28:00+00:00,2024-03-01,free,NA,paid_search
acct_000874,2024-09-10T11:02:00+00:00,2024-09-01,free,EU,paid_search
acct_000875,2024-01-12T11:41:00+00:00,2024-01-01,free,NA,paid_search
acct_000876,2024-02-09T20:25:00+00:00,2024-02-01,free,APAC,direct
acct_000877,2024-07-19T11:33:00+00:00,2024-07-01,free,NA,organic
acct_000878,2024-02-18T12:46:00+00:00,2024-02-01,free,APAC,partner
acct_000879,2024-05-08T17:12:00+00:00,2024-05-01,free,LATAM,direct
acct_000880,2024-01-09T10:26:00+00:00,2024-01-01,free,NA,organic
acct_000881,2024-09-10T13:07:00+00:00,2024-09-01,free,APAC,partner
acct_000882,2024-08-13T17:30:00+00:00,2024-08-01,free,EU,partner
acct_000883,2024-08-22T15:57:00+00:00,2024-08-01,free,NA,direct
acct_000884,2024-02-09T09:24:00+00:00,2024-02-01,free,EU,paid_search
acct_000885,2024-06-14T13:33:00+00:00,2024-06-01,free,NA,partner
acct_000886,2024-04-10T09:25:00+00:00,2024-04-01,free,APAC,organic
acct_000887,2024-09-06T15:20:00+00:00,2024-09-01,free,APAC,paid_search
acct_000888,2024-05-06T19:43:00+00:00,2024-05-01,free,EU,direct
acct_000889,2024-04-08T19:15:00+00:00,2024-04-01,free,APAC,paid_search
acct_000890,2024-04-07T11:53:00+00:00,2024-04-01,free,APAC,paid_search
acct_000891,2024-02-04T09:43:00+00:00,2024-02-01,free,LATAM,organic
acct_000892,2024-09-02T15:23:00+00:00,2024-09-01,free,APAC,direct
acct_000893,2024-05-16T10:48:00+00:00,2024-05-01,free,APAC,direct
acct_000894,2024-04-25T17:08:00+00:00,2024-04-01,free,NA,direct
acct_000895,2024-08-18T08:32:00+00:00,2024-08-01,free,APAC,direct
acct_000896,2024-03-15T09:44:00+00:00,2024-03-01,free,LATAM,partner
acct_000897,2024-01-01T18:13:00+00:00,2024-01-01,free,LATAM,organic
acct_000898,2024-06-12T17:55:00+00:00,2024-06-01,free,APAC,paid_search
acct_000899,2024-09-09T11:17:00+00:00,2024-09-01,free,LATAM,partner
acct_000900,2024-06-06T15:27:00+00:00,2024-06-01,free,EU,direct
acct_000901,2024-06-12T14:17:00+00:00,2024-06-01,free,LATAM,paid_search
acct_000902,2024-03-19T18:14:00+00:00,2024-03-01,free,NA,partner
acct_000903,2024-04-18T14:54:00+00:00,2024-04-01,free,LATAM,paid_search
acct_000904,2024-03-24T10:30:00+00:00,2024-03-01,free,NA,paid_search
acct_000905,2024-07-16T10:57:00+00:00,2024-07-01,free,APAC,direct
acct_000906,2024-05-09T16:54:00+00:00,2024-05-01,free,NA,direct
acct_000907,2024-02-23T10:03:00+00:00,2024-02-01,free,EU,partner
acct_000908,2024-08-21T09:28:00+00:00,2024-08-01,free,APAC,partner
acct_000909,2024-06-12T16:35:00+00:00,2024-06-01,free,APAC,partner
acct_000910,2024-01-14T09:22:00+00:00,2024-01-01,free,EU,paid_search
acct_000911,2024-05-12T13:43:00+00:00,2024-05-01,free,LATAM,direct
acct_000912,2024-02-13T17:18:00+00:00,2024-02-01,free,LATAM,paid_search
acct_000913,2024-03-21T20:59:00+00:00,2024-03-01,free,APAC,direct
acct_000914,2024-07-03T09:10:00+00:00,2024-07-01,free,APAC,paid_search
acct_000915,2024-06-11T18:18:00+00:00,2024-06-01,free,APAC,direct
acct_000916,2024-05-15T20:55:00+00:00,2024-05-01,free,APAC,direct
acct_000917,2024-07-06T10:54:00+00:00,2024-07-01,free,NA,paid_search
acct_000918,2024-04-22T12:47:00+00:00,2024-04-01,free,NA,paid_search
acct_000919,2024-03-13T09:06:00+00:00,2024-03-01,free,NA,direct
acct_000920,2024-09-02T08:49:00+00:00,2024-09-01,free,LATAM,organic
acct_000921,2024-02-09T17:09:00+00:00,2024-02-01,free,NA,direct
acct_000922,2024-05-08T11:47:00+00:00,2024-05-01,free,APAC,direct
acct_000923,2024-03-05T16:53:00+00:00,2024-03-01,free,EU,organic
acct_000924,2024-01-22T13:55:00+00:00,2024-01-01,free,APAC,direct
acct_000925,2024-08-18T12:35:00+00:00,2024-08-01,free,LATAM,paid_search
acct_000926,2024-09-06T17:38:00+00:00,2024-09-01,free,LATAM,direct
acct_000927,2024-09-21T18:34:00+00:00,2024-09-01,free,APAC,partner
acct_000928,2024-08-18T11:51:00+00:00,2024-08-01,free,NA,direct
acct_000929,2024-05-12T14:16:00+00:00,2024-05-01,free,EU,partner
acct_000930,2024-01-01T16:52:00+00:00,2024-01-01,free,EU,partner
acct_000931,2024-05-16T16:00:00+00:00,2024-05-01,free,LATAM,direct
acct_000932,2024-05-01T20:27:00+00:00,2024-05-01,free,APAC,paid_search
acct_000933,2024-01-18T13:12:00+00:00,2024-01-01,free,LATAM,direct
acct_000934,2024-07-08T10:45:00+00:00,2024-07-01,free,LATAM,direct
acct_000935,2024-04-09T09:27:00+00:00,2024-04-01,free,EU,partner
acct_000936,2024-05-21T19:34:00+00:00,2024-05-01,free,APAC,direct
acct_000937,2024-04-03T10:08:00+00:00,2024-04-01,free,APAC,organic
acct_000938,2024-08-20T15:17:00+00:00,2024-08-01,free,LATAM,paid_search
acct_000939,2024-06-01T10:03:00+00:00,2024-06-01,free,NA,paid_search
acct_000940,2024-02-10T12:08:00+00:00,2024-02-01,free,LATAM,organic
acct_000941,2024-04-03T10:00:00+00:00,2024-04-01,free,LATAM,paid_search
acct_000942,2024-06-14T12:50:00+00:00,2024-06-01,free,LATAM,partner
acct_000943,2024-08-23T20:02:00+00:00,2024-08-01,free,APAC,organic
acct_000944,2024-03-02T12:49:00+00:00,2024-03-01,free,LATAM,organic
acct_000945,2024-09-16T10:12:00+00:00,2024-09-01,free,APAC,direct
acct_000946,2024-01-04T20:45:00+00:00,2024-01-01,free,EU,direct
acct_000947,2024-08-08T19:02:00+00:00,2024-08-01,free,EU,direct
acct_000948,2024-02-17T18:13:00+00:00,2024-02-01,free,LATAM,direct
acct_000949,2024-05-11T10:40:00+00:00,2024-05-01,free,NA,organic
acct_000950,2024-05-16T18:19:00+00:00,2024-05-01,free,EU,partner
acct_000951,2024-01-22T11:07:00+00:00,2024-01-01,free,EU,direct
acct_000952,2024-06-01T10:50:00+00:00,2024-06-01,free,APAC,organic
acct_000953,2024-07-08T08:02:00+00:00,2024-07-01,free,LATAM,paid_search
acct_000954,2024-06-25T09:15:00+00:00,2024-06-01,free,EU,direct
acct_000955,2024-02-22T17:21:00+00:00,2024-02-01,free,NA,organic
acct_000956,2024-06-21T10:44:00+00:00,2024-06-01,free,NA,paid_search
acct_000957,2024-08-08T13:35:00+00:00,2024-08-01,free,APAC,direct
acct_000958,2024-04-01T19:24:00+00:00,2024-04-01,free,APAC,paid_search
acct_000959,2024-05-02T15:45:00+00:00,2024-05-01,free,LATAM,partner
acct_000960,2024-09-23T15:12:00+00:00,2024-09-01,free,EU,partner
acct_000961,2024-06-24T15:17:00+00:00,2024-06-01,free,EU,organic
acct_000962,2024-09-05T15:18:00+00:00,2024-09-01,free,APAC,partner
acct_000963,2024-08-01T20:40:00+00:00,2024-08-01,free,LATAM,paid_search
acct_000964,2024-01-20T13:49:00+00:00,2024-01-01,free,EU,partner
acct_000965,2024-02-22T16:52:00+00:00,2024-02-01,free,LATAM,paid_search
acct_000966,2024-09-22T15:49:00+00:00,2024-09-01,free,EU,partner
acct_000967,2024-06-14T18:20:00+00:00,2024-06-01,free,NA,organic
acct_000968,2024-09-22T09:02:00+00:00,2024-09-01,free,EU,paid_search
acct_000969,2024-01-07T09:31:00+00:00,2024-01-01,free,EU,organic
acct_000970,2024-01-19T18:53:00+00:00,2024-01-01,free,LATAM,direct
acct_000971,2024-09-20T19:37:00+00:00,2024-09-01,free,APAC,organic
acct_000972,2024-06-08T17:45:00+00:00,2024-06-01,free,NA,organic
acct_000973,2024-04-21T15:59:00+00:00,2024-04-01,free,NA,direct
acct_000974,2024-01-12T16:47:00+00:00,2024-01-01,free,LATAM,partner
acct_000975,2024-01-20T12:33:00+00:00,2024-01-01,free,NA,organic
acct_000976,2024-05-03T11:33:00+00:00,2024-05-01,free,NA,organic
acct_000977,2024-04-18T14:12:00+00:00,2024-04-01,free,EU,paid_search
acct_000978,2024-03-18T19:35:00+00:00,2024-03-01,free,LATAM,organic
acct_000979,2024-06-22T15:44:00+00:00,2024-06-01,free,LATAM,organic
acct_000980,2024-03-06T16:25:00+00:00,2024-03-01,free,APAC,paid_search
acct_000981,2024-09-20T15:59:00+00:00,2024-09-01,free,APAC,partner
acct_000982,2024-09-11T13:26:00+00:00,2024-09-01,free,LATAM,partner
acct_000983,2024-04-19T16:13:00+00:00,2024-04-01,free,LATAM,partner
acct_000984,2024-06-15T15:25:00+00:00,2024-06-01,free,NA,organic
acct_000985,2024-05-20T08:33:00+00:00,2024-05-01,free,EU,partner
acct_000986,2024-01-10T11:13:00+00:00,2024-01-01,free,APAC,organic
acct_000987,2024-05-18T16:35:00+00:00,2024-05-01,free,EU,organic
acct_000988,2024-01-15T13:09:00+00:00,2024-01-01,free,EU,partner
acct_000989,2024-06-19T11:14:00+00:00,2024-06-01,free,APAC,partner
acct_000990,2024-02-19T14:36:00+00:00,2024-02-01,free,EU,organic
acct_000991,2024-06-16T10:31:00+00:00,2024-06-01,free,NA,partner
acct_000992,2024-01-24T20:36:00+00:00,2024-01-01,free,LATAM,organic
acct_000993,2024-01-25T13:22:00+00:00,2024-01-01,free,LATAM,direct
acct_000994,2024-02-25T11:47:00+00:00,2024-02-01,free,NA,direct
acct_000995,2024-01-10T16:02:00+00:00,2024-01-01,free,APAC,paid_search
acct_000996,2024-06-17T19:14:00+00:00,2024-06-01,free,EU,organic
acct_000997,2024-07-15T20:38:00+00:00,2024-07-01,free,NA,paid_search
acct_000998,2024-07-10T20:25:00+00:00,2024-07-01,free,EU,paid_search
acct_000999,2024-06-03T15:36:00+00:00,2024-06-01,free,NA,direct
acct_001000,2024-05-03T14:32:00+00:00,2024-05-01,free,LATAM,paid_search
acct_001001,2024-03-16T16:12:00+00:00,2024-03-01,free,LATAM,direct
acct_001002,2024-04-18T17:47:00+00:00,2024-04-01,free,EU,paid_search
acct_001003,2024-02-09T20:27:00+00:00,2024-02-01,free,APAC,organic
acct_001004,2024-02-22T14:27:00+00:00,2024-02-01,free,APAC,partner
acct_001005,2024-04-11T13:38:00+00:00,2024-04-01,free,NA,partner
acct_001006,2024-03-12T17:52:00+00:00,2024-03-01,free,LATAM,paid_search
acct_001007,2024-08-02T11:12:00+00:00,2024-08-01,free,APAC,paid_search
acct_001008,2024-02-04T19:03:00+00:00,2024-02-01,free,EU,paid_search
acct_001009,2024-05-01T13:44:00+00:00,2024-05-01,free,NA,partner
acct_001010,2024-08-16T08:21:00+00:00,2024-08-01,free,EU,paid_search
acct_001011,2024-04-18T16:48:00+00:00,2024-04-01,free,APAC,direct
acct_001012,2024-03-23T19:42:00+00:00,2024-03-01,free,NA,direct
acct_001013,2024-09-02T12:10:00+00:00,2024-09-01,free,NA,partner
acct_001014,2024-04-23T17:17:00+00:00,2024-04-01,free,NA,direct
acct_001015,2024-01-03T14:42:00+00:00,2024-01-01,free,APAC,partner
acct_001016,2024-02-01T12:55:00+00:00,2024-02-01,free,LATAM,paid_search
acct_001017,2024-07-17T19:06:00+00:00,2024-07-01,free,APAC,direct
acct_001018,2024-09-03T10:12:00+00:00,2024-09-01,free,LATAM,organic
acct_001019,2024-01-08T16:19:00+00:00,2024-01-01,free,APAC,direct
acct_001020,2024-07-24T10:01:00+00:00,2024-07-01,free,APAC,partner
acct_001021,2024-06-21T12:15:00+00:00,2024-06-01,free,APAC,organic
acct_001022,2024-05-13T08:35:00+00:00,2024-05-01,free,APAC,paid_search
acct_001023,2024-03-11T14:42:00+00:00,2024-03-01,free,EU,organic
acct_001024,2024-07-17T18:39:00+00:00,2024-07-01,free,EU,direct
acct_001025,2024-04-19T10:27:00+00:00,2024-04-01,free,APAC,partner
acct_001026,2024-08-18T10:13:00+00:00,2024-08-01,free,EU,paid_search
acct_001027,2024-03-10T19:45:00+00:00,2024-03-01,free,EU,direct
acct_001028,2024-03-21T17:58:00+00:00,2024-03-01,free,EU,partner
acct_001029,2024-02-18T16:46:00+00:00,2024-02-01,free,NA,paid_search
acct_001030,2024-06-05T19:01:00+00:00,2024-06-01,free,APAC,direct
acct_001031,2024-07-10T15:47:00+00:00,2024-07-01,free,APAC,paid_search
acct_001032,2024-04-04T10:11:00+00:00,2024-04-01,free,NA,partner
acct_001033,2024-04-20T11:14:00+00:00,2024-04-01,free,NA,partner
acct_001034,2024-02-23T20:30:00+00:00,2024-02-01,free,EU,direct
acct_001035,2024-06-06T14:31:00+00:00,2024-06-01,free,LATAM,paid_search
acct_001036,2024-03-07T11:02:00+00:00,2024-03-01,free,LATAM,organic
acct_001037,2024-05-14T11:47:00+00:00,2024-05-01,free,EU,paid_search
acct_001038,2024-02-06T15:55:00+00:00,2024-02-01,free,LATAM,partner
acct_001039,2024-08-08T14:25:00+00:00,2024-08-01,free,NA,direct
acct_001040,2024-06-13T17:47:00+00:00,2024-06-01,free,NA,organic
acct_001041,2024-08-15T08:56:00+00:00,2024-08-01,free,EU,direct
acct_001042,2024-01-18T14:33:00+00:00,2024-01-01,free,NA,paid_search
acct_001043,2024-05-15T14:56:00+00:00,2024-05-01,free,APAC,partner
acct_001044,2024-08-06T14:18:00+00:00,2024-08-01,free,NA,paid_search
acct_001045,2024-08-21T15:05:00+00:00,2024-08-01,free,NA,paid_search
acct_001046,2024-09-05T14:26:00+00:00,2024-09-01,free,APAC,direct
acct_001047,2024-01-06T15:37:00+00:00,2024-01-01,free,EU,direct
acct_001048,2024-02-09T13:44:00+00:00,2024-02-01,free,EU,organic
acct_001049,2024-02-04T19:28:00+00:00,2024-02-01,free,APAC,organic
acct_001050,2024-09-23T14:46:00+00:00,2024-09-01,free,EU,direct
acct_001051,2024-09-13T08:49:00+00:00,2024-09-01,free,EU,partner
acct_001052,2024-03-06T10:11:00+00:00,2024-03-01,free,NA,direct
acct_001053,2024-05-10T19:49:00+00:00,2024-05-01,free,LATAM,partner
acct_001054,2024-03-04T10:12:00+00:00,2024-03-01,free,NA,partner
acct_001055,2024-01-15T15:54:00+00:00,2024-01-01,free,LATAM,organic
acct_001056,2024-08-08T11:37:00+00:00,2024-08-01,free,LATAM,direct
acct_001057,2024-07-15T09:38:00+00:00,2024-07-01,free,NA,paid_search
acct_001058,2024-09-09T17:40:00+00:00,2024-09-01,free,EU,organic
acct_001059,2024-03-05T08:41:00+00:00,2024-03-01,free,APAC,organic
acct_001060,2024-03-02T18:36:00+00:00,2024-03-01,free,APAC,partner
acct_001061,2024-02-02T09:26:00+00:00,2024-02-01,free,EU,paid_search
acct_001062,2024-05-20T18:44:00+00:00,2024-05-01,free,EU,direct
acct_001063,2024-06-02T09:49:00+00:00,2024-06-01,free,APAC,partner
acct_001064,2024-06-13T09:48:00+00:00,2024-06-01,free,LATAM,organic
